#metadataBlock	name	dataverseAlias	displayName												
	crc1218_wb_v1	crc1218_wb_v1	CRC1218 Western blotting v1												
#datasetField	name	title	description	watermark	fieldType	displayOrder	displayFormat	advancedSearchField	allowControlledVocabulary	allowmultiples	facetable	displayoncreate	required	parent	metadatablock_id
	crc1218_wb_v1_doe	Date of experiment	Date or timeframe when the assay was performed		text	1		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		crc1218_wb_v1
	crc1218_wb_v1_assayapp	Assay application	The specific purpose of performing western blotting. If not in the list, select Other and fill it in the next field.	Verification of Knockdown/Knockout	text	2		TRUE	TRUE	TRUE	TRUE	TRUE	TRUE		crc1218_wb_v1
	crc1218_wb_v1_otcassayapp	Other assay application			text	3		FALSE	FALSE	TRUE	FALSE	TRUE	FALSE		crc1218_wb_v1
	crc1218_wb_v1_assaykit	Assay kit	The title of the kit/biologicals used.	BIO-RAD TeSeE WESTERN BLOT	text	4		FALSE	FALSE	TRUE	FALSE	TRUE	FALSE		crc1218_wb_v1
	crc1218_wb_v1_targetprot	Target protein	A category header for the detailed target protein information.		none	11	;	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE		crc1218_wb_v1
	crc1218_wb_v1_protname	Protein name	Name of studied protein.	BRCA1	text	0	#VALUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	crc1218_wb_v1_targetprot	crc1218_wb_v1
	crc1218_wb_v1_uniprotid	Uniprot ID	Uniprot ID of studied protein.	P38398	text	1	#VALUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	crc1218_wb_v1_targetprot	crc1218_wb_v1
	crc1218_wb_v1_otcprotinfo	Other protein identifier	If not using Uniprot as protein ontology, please add the name of database and protein identifier.	HGNC:1100	text	2	#VALUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	crc1218_wb_v1_targetprot	crc1218_wb_v1
	crc1218_wb_v1_ptmgroup	PTM modification	The specific post-translational modifications being studied.	None	text	3	#VALUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	crc1218_wb_v1_targetprot	crc1218_wb_v1
	crc1218_wb_v1_gelelectro	Gel electrophoresis	"Type of gel used for protein separation. If it is not listed or it is a special mix, select ""Other"" and enter it in the next field."	SDS-PAGE	text	15		FALSE	TRUE	FALSE	TRUE	TRUE	FALSE		crc1218_wb_v1
	crc1218_wb_v1_otcgelelectro	Other gel electrophoresis			text	16		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		crc1218_wb_v1
	crc1218_wb_v1_membrane	Membrane	Material used for protein transfer.	PVDF	text	17		FALSE	TRUE	FALSE	TRUE	TRUE	FALSE		crc1218_wb_v1
